tempo_restante_execucao,tempo_decorrido,tempo_restante_deadline,total_preempcoes,prioridade_base,tipo_processo,deadline_perdido
18.0,34.09000000000001,-3.0900000000000105,0.0,65.0,60.0,1
20.0,34.09000000000001,21.90999999999999,0.0,60.0,60.0,1
6.0,34.09000000000001,18.90999999999999,0.0,50.0,40.0,1
8.0,34.09000000000001,35.90999999999999,0.0,45.0,40.0,1
12.0,34.09000000000001,34.90999999999999,0.0,40.0,40.0,1
16.0,34.09000000000001,48.90999999999999,0.0,30.0,20.0,1
8.0,34.09000000000001,109.91,0.0,25.0,20.0,1
11.0,34.09000000000001,68.91,0.0,20.0,20.0,1
5.0,38.10000000000001,-23.10000000000001,1.0,80.0,80.0,1
8.0,38.10000000000001,-12.100000000000009,1.0,75.0,80.0,1
2.0,38.10000000000001,-13.100000000000009,2.0,85.0,80.0,1
8.0,38.10000000000001,-10.100000000000009,0.0,70.0,60.0,1
18.0,38.10000000000001,-7.1000000000000085,0.0,65.0,60.0,1
20.0,38.10000000000001,17.89999999999999,0.0,60.0,60.0,1
6.0,38.10000000000001,14.899999999999991,0.0,50.0,40.0,1
8.0,38.10000000000001,31.89999999999999,0.0,45.0,40.0,1
12.0,38.10000000000001,30.89999999999999,0.0,40.0,40.0,1
16.0,38.10000000000001,44.89999999999999,0.0,30.0,20.0,1
8.0,38.10000000000001,105.89999999999999,0.0,25.0,20.0,1
11.0,38.10000000000001,64.89999999999999,0.0,20.0,20.0,1
8.0,42.11000000000001,-16.110000000000007,1.0,75.0,80.0,1
2.0,42.11000000000001,-17.110000000000007,2.0,85.0,80.0,1
1.0,42.11000000000001,-27.110000000000007,2.0,80.0,80.0,1
8.0,42.11000000000001,-14.110000000000007,0.0,70.0,60.0,1
18.0,42.11000000000001,-11.110000000000007,0.0,65.0,60.0,1
20.0,42.11000000000001,13.889999999999993,0.0,60.0,60.0,1
6.0,42.11000000000001,10.889999999999993,0.0,50.0,40.0,1
8.0,42.11000000000001,27.889999999999993,0.0,45.0,40.0,1
12.0,42.11000000000001,26.889999999999993,0.0,40.0,40.0,1
16.0,42.11000000000001,40.88999999999999,0.0,30.0,20.0,1
8.0,42.11000000000001,101.88999999999999,0.0,25.0,20.0,1
11.0,42.11000000000001,60.88999999999999,0.0,20.0,20.0,1
2.0,46.120000000000005,-21.120000000000005,2.0,85.0,80.0,1
1.0,46.120000000000005,-31.120000000000005,2.0,80.0,80.0,1
4.0,46.120000000000005,-20.120000000000005,2.0,75.0,80.0,1
8.0,46.120000000000005,-18.120000000000005,0.0,70.0,60.0,1
18.0,46.120000000000005,-15.120000000000005,0.0,65.0,60.0,1
20.0,46.120000000000005,9.879999999999995,0.0,60.0,60.0,1
6.0,46.120000000000005,6.8799999999999955,0.0,50.0,40.0,1
8.0,46.120000000000005,23.879999999999995,0.0,45.0,40.0,1
12.0,46.120000000000005,22.879999999999995,0.0,40.0,40.0,1
16.0,46.120000000000005,36.879999999999995,0.0,30.0,20.0,1
8.0,46.120000000000005,97.88,0.0,25.0,20.0,1
11.0,46.120000000000005,56.879999999999995,0.0,20.0,20.0,1
1.0,48.13,-33.13,2.0,80.0,80.0,1
4.0,48.13,-22.130000000000003,2.0,75.0,80.0,1
8.0,48.13,-20.130000000000003,0.0,70.0,60.0,1
18.0,48.13,-17.130000000000003,0.0,65.0,60.0,1
20.0,48.13,7.869999999999997,0.0,60.0,60.0,1
6.0,48.13,4.869999999999997,0.0,50.0,40.0,1
8.0,48.13,21.869999999999997,0.0,45.0,40.0,1
12.0,48.13,20.869999999999997,0.0,40.0,40.0,1
16.0,48.13,34.87,0.0,30.0,20.0,1
8.0,48.13,95.87,0.0,25.0,20.0,1
11.0,48.13,54.87,0.0,20.0,20.0,1
4.0,49.14,-23.14,2.0,75.0,80.0,1
8.0,49.14,-21.14,0.0,70.0,60.0,1
18.0,49.14,-18.14,0.0,65.0,60.0,1
20.0,49.14,6.859999999999999,0.0,60.0,60.0,1
6.0,49.14,3.8599999999999994,0.0,50.0,40.0,1
8.0,49.14,20.86,0.0,45.0,40.0,1
12.0,49.14,19.86,0.0,40.0,40.0,1
16.0,49.14,33.86,0.0,30.0,20.0,1
8.0,49.14,94.86,0.0,25.0,20.0,1
11.0,49.14,53.86,0.0,20.0,20.0,1
8.0,53.15,-25.15,0.0,70.0,60.0,1
18.0,53.15,-22.15,0.0,65.0,60.0,1
20.0,53.15,2.8500000000000014,0.0,60.0,60.0,1
6.0,53.15,-0.14999999999999858,0.0,50.0,40.0,1
8.0,53.15,16.85,0.0,45.0,40.0,1
12.0,53.15,15.850000000000001,0.0,40.0,40.0,1
16.0,53.15,29.85,0.0,30.0,20.0,1
8.0,53.15,90.85,0.0,25.0,20.0,1
11.0,53.15,49.85,0.0,20.0,20.0,1
18.0,57.16,-26.159999999999997,0.0,65.0,60.0,1
20.0,57.16,-1.1599999999999966,0.0,60.0,60.0,1
4.0,57.16,-29.159999999999997,1.0,70.0,60.0,1
6.0,57.16,-4.159999999999997,0.0,50.0,40.0,1
8.0,57.16,12.840000000000003,0.0,45.0,40.0,1
12.0,57.16,11.840000000000003,0.0,40.0,40.0,1
16.0,57.16,25.840000000000003,0.0,30.0,20.0,1
8.0,57.16,86.84,0.0,25.0,20.0,1
11.0,57.16,45.84,0.0,20.0,20.0,1
20.0,61.169999999999995,-5.169999999999995,0.0,60.0,60.0,1
4.0,61.169999999999995,-33.169999999999995,1.0,70.0,60.0,1
14.0,61.169999999999995,-30.169999999999995,1.0,65.0,60.0,1
6.0,61.169999999999995,-8.169999999999995,0.0,50.0,40.0,1
8.0,61.169999999999995,8.830000000000005,0.0,45.0,40.0,1
12.0,61.169999999999995,7.830000000000005,0.0,40.0,40.0,1
16.0,61.169999999999995,21.830000000000005,0.0,30.0,20.0,1
8.0,61.169999999999995,82.83000000000001,0.0,25.0,20.0,1
11.0,61.169999999999995,41.830000000000005,0.0,20.0,20.0,1
4.0,65.17999999999999,-37.17999999999999,1.0,70.0,60.0,1
14.0,65.17999999999999,-34.17999999999999,1.0,65.0,60.0,1
16.0,65.17999999999999,-9.179999999999993,1.0,60.0,60.0,1
6.0,65.17999999999999,-12.179999999999993,0.0,50.0,40.0,1
8.0,65.17999999999999,4.820000000000007,0.0,45.0,40.0,1
12.0,65.17999999999999,3.8200000000000074,0.0,40.0,40.0,1
16.0,65.17999999999999,17.820000000000007,0.0,30.0,20.0,1
8.0,65.17999999999999,78.82000000000001,0.0,25.0,20.0,1
11.0,65.17999999999999,37.82000000000001,0.0,20.0,20.0,1
14.0,69.19,-38.19,1.0,65.0,60.0,1
16.0,69.19,-13.189999999999998,1.0,60.0,60.0,1
6.0,69.19,-16.189999999999998,0.0,50.0,40.0,1
8.0,69.19,0.8100000000000023,0.0,45.0,40.0,1
12.0,69.19,-0.18999999999999773,0.0,40.0,40.0,1
16.0,69.19,13.810000000000002,0.0,30.0,20.0,1
8.0,69.19,74.81,0.0,25.0,20.0,1
11.0,69.19,33.81,0.0,20.0,20.0,1
16.0,73.2,-17.200000000000003,1.0,60.0,60.0,1
10.0,73.2,-42.2,2.0,65.0,60.0,1
6.0,73.2,-20.200000000000003,0.0,50.0,40.0,1
8.0,73.2,-3.200000000000003,0.0,45.0,40.0,1
12.0,73.2,-4.200000000000003,0.0,40.0,40.0,1
16.0,73.2,9.799999999999997,0.0,30.0,20.0,1
8.0,73.2,70.8,0.0,25.0,20.0,1
11.0,73.2,29.799999999999997,0.0,20.0,20.0,1
10.0,77.21000000000001,-46.21000000000001,2.0,65.0,60.0,1
12.0,77.21000000000001,-21.210000000000008,2.0,60.0,60.0,1
6.0,77.21000000000001,-24.210000000000008,0.0,50.0,40.0,1
8.0,77.21000000000001,-7.210000000000008,0.0,45.0,40.0,1
12.0,77.21000000000001,-8.210000000000008,0.0,40.0,40.0,1
16.0,77.21000000000001,5.789999999999992,0.0,30.0,20.0,1
8.0,77.21000000000001,66.78999999999999,0.0,25.0,20.0,1
11.0,77.21000000000001,25.789999999999992,0.0,20.0,20.0,1
12.0,81.22000000000001,-25.220000000000013,2.0,60.0,60.0,1
6.0,81.22000000000001,-50.22000000000001,3.0,65.0,60.0,1
6.0,81.22000000000001,-28.220000000000013,0.0,50.0,40.0,1
8.0,81.22000000000001,-11.220000000000013,0.0,45.0,40.0,1
12.0,81.22000000000001,-12.220000000000013,0.0,40.0,40.0,1
16.0,81.22000000000001,1.779999999999987,0.0,30.0,20.0,1
8.0,81.22000000000001,62.77999999999999,0.0,25.0,20.0,1
11.0,81.22000000000001,21.779999999999987,0.0,20.0,20.0,1
6.0,85.23000000000002,-54.23000000000002,3.0,65.0,60.0,1
8.0,85.23000000000002,-29.230000000000018,3.0,60.0,60.0,1
6.0,85.23000000000002,-32.23000000000002,0.0,50.0,40.0,1
8.0,85.23000000000002,-15.230000000000018,0.0,45.0,40.0,1
12.0,85.23000000000002,-16.230000000000018,0.0,40.0,40.0,1
16.0,85.23000000000002,-2.230000000000018,0.0,30.0,20.0,1
8.0,85.23000000000002,58.76999999999998,0.0,25.0,20.0,1
11.0,85.23000000000002,17.769999999999982,0.0,20.0,20.0,1
8.0,89.24000000000002,-33.24000000000002,3.0,60.0,60.0,1
2.0,89.24000000000002,-58.24000000000002,4.0,65.0,60.0,1
6.0,89.24000000000002,-36.24000000000002,0.0,50.0,40.0,1
8.0,89.24000000000002,-19.240000000000023,0.0,45.0,40.0,1
12.0,89.24000000000002,-20.240000000000023,0.0,40.0,40.0,1
16.0,89.24000000000002,-6.240000000000023,0.0,30.0,20.0,1
8.0,89.24000000000002,54.75999999999998,0.0,25.0,20.0,1
11.0,89.24000000000002,13.759999999999977,0.0,20.0,20.0,1
2.0,93.25000000000003,-62.25000000000003,4.0,65.0,60.0,1
4.0,93.25000000000003,-37.25000000000003,4.0,60.0,60.0,1
6.0,93.25000000000003,-40.25000000000003,0.0,50.0,40.0,1
8.0,93.25000000000003,-23.25000000000003,0.0,45.0,40.0,1
12.0,93.25000000000003,-24.25000000000003,0.0,40.0,40.0,1
16.0,93.25000000000003,-10.250000000000028,0.0,30.0,20.0,1
8.0,93.25000000000003,50.74999999999997,0.0,25.0,20.0,1
11.0,93.25000000000003,9.749999999999972,0.0,20.0,20.0,1
4.0,95.26000000000003,-39.26000000000003,4.0,60.0,60.0,1
6.0,95.26000000000003,-42.26000000000003,0.0,50.0,40.0,1
8.0,95.26000000000003,-25.260000000000034,0.0,45.0,40.0,1
12.0,95.26000000000003,-26.260000000000034,0.0,40.0,40.0,1
16.0,95.26000000000003,-12.260000000000034,0.0,30.0,20.0,1
8.0,95.26000000000003,48.73999999999997,0.0,25.0,20.0,1
11.0,95.26000000000003,7.7399999999999665,0.0,20.0,20.0,1
6.0,99.27000000000004,-46.27000000000004,0.0,50.0,40.0,1
8.0,99.27000000000004,-29.27000000000004,0.0,45.0,40.0,1
12.0,99.27000000000004,-30.27000000000004,0.0,40.0,40.0,1
16.0,99.27000000000004,-16.27000000000004,0.0,30.0,20.0,1
8.0,99.27000000000004,44.72999999999996,0.0,25.0,20.0,1
11.0,99.27000000000004,3.7299999999999613,0.0,20.0,20.0,1
8.0,103.28000000000004,-33.280000000000044,0.0,45.0,40.0,1
12.0,103.28000000000004,-34.280000000000044,0.0,40.0,40.0,1
2.0,103.28000000000004,-50.280000000000044,1.0,50.0,40.0,1
16.0,103.28000000000004,-20.280000000000044,0.0,30.0,20.0,1
8.0,103.28000000000004,40.719999999999956,0.0,25.0,20.0,1
11.0,103.28000000000004,-0.28000000000004377,0.0,20.0,20.0,1
12.0,107.29000000000005,-38.29000000000005,0.0,40.0,40.0,1
2.0,107.29000000000005,-54.29000000000005,1.0,50.0,40.0,1
4.0,107.29000000000005,-37.29000000000005,1.0,45.0,40.0,1
16.0,107.29000000000005,-24.29000000000005,0.0,30.0,20.0,1
8.0,107.29000000000005,36.70999999999995,0.0,25.0,20.0,1
11.0,107.29000000000005,-4.290000000000049,0.0,20.0,20.0,1
2.0,111.30000000000005,-58.300000000000054,1.0,50.0,40.0,1
4.0,111.30000000000005,-41.300000000000054,1.0,45.0,40.0,1
8.0,111.30000000000005,-42.300000000000054,1.0,40.0,40.0,1
16.0,111.30000000000005,-28.300000000000054,0.0,30.0,20.0,1
8.0,111.30000000000005,32.699999999999946,0.0,25.0,20.0,1
11.0,111.30000000000005,-8.300000000000054,0.0,20.0,20.0,1
4.0,113.31000000000006,-43.31000000000006,1.0,45.0,40.0,1
8.0,113.31000000000006,-44.31000000000006,1.0,40.0,40.0,1
16.0,113.31000000000006,-30.31000000000006,0.0,30.0,20.0,1
8.0,113.31000000000006,30.68999999999994,0.0,25.0,20.0,1
11.0,113.31000000000006,-10.31000000000006,0.0,20.0,20.0,1
8.0,117.32000000000006,-48.320000000000064,1.0,40.0,40.0,1
16.0,117.32000000000006,-34.320000000000064,0.0,30.0,20.0,1
8.0,117.32000000000006,26.679999999999936,0.0,25.0,20.0,1
11.0,117.32000000000006,-14.320000000000064,0.0,20.0,20.0,1
4.0,121.33000000000007,-52.33000000000007,2.0,40.0,40.0,1
16.0,121.33000000000007,-38.33000000000007,0.0,30.0,20.0,1
8.0,121.33000000000007,22.66999999999993,0.0,25.0,20.0,1
11.0,121.33000000000007,-18.33000000000007,0.0,20.0,20.0,1
16.0,125.34000000000007,-42.340000000000074,0.0,30.0,20.0,1
8.0,125.34000000000007,18.659999999999926,0.0,25.0,20.0,1
11.0,125.34000000000007,-22.340000000000074,0.0,20.0,20.0,1
8.0,129.35000000000008,14.64999999999992,0.0,25.0,20.0,1
11.0,129.35000000000008,-26.35000000000008,0.0,20.0,20.0,1
12.0,129.35000000000008,-46.35000000000008,1.0,30.0,20.0,1
11.0,133.36000000000007,-30.36000000000007,0.0,20.0,20.0,1
12.0,133.36000000000007,-50.36000000000007,1.0,30.0,20.0,1
4.0,133.36000000000007,10.63999999999993,1.0,25.0,20.0,1
12.0,137.37000000000006,-54.37000000000006,1.0,30.0,20.0,1
4.0,137.37000000000006,6.629999999999939,1.0,25.0,20.0,1
7.0,137.37000000000006,-34.37000000000006,1.0,20.0,20.0,1
4.0,141.38000000000005,2.6199999999999477,1.0,25.0,20.0,1
7.0,141.38000000000005,-38.38000000000005,1.0,20.0,20.0,1
8.0,141.38000000000005,-58.38000000000005,2.0,30.0,20.0,1
7.0,145.39000000000004,-42.39000000000004,1.0,20.0,20.0,1
8.0,145.39000000000004,-62.39000000000004,2.0,30.0,20.0,1
8.0,149.40000000000003,-66.40000000000003,2.0,30.0,20.0,1
3.0,149.40000000000003,-46.400000000000034,2.0,20.0,20.0,1
3.0,153.41000000000003,-50.410000000000025,2.0,20.0,20.0,1
4.0,153.41000000000003,-70.41000000000003,3.0,30.0,20.0,1
4.0,156.42000000000002,-73.42000000000002,3.0,30.0,20.0,1
5.0,0.0,8.0,0.0,95.0,100.0,1
5.0,0.0,8.0,0.0,98.0,100.0,1
8.0,0.0,14.0,0.0,90.0,100.0,1
8.0,0.0,15.0,0.0,85.0,80.0,1
8.0,0.0,15.0,0.0,80.0,80.0,1
17.0,0.0,24.0,0.0,75.0,80.0,1
12.0,0.0,35.0,0.0,70.0,60.0,1
18.0,0.0,43.0,0.0,65.0,60.0,1
19.0,0.0,40.0,0.0,60.0,60.0,1
10.0,0.0,47.0,0.0,50.0,40.0,1
6.0,0.0,77.0,0.0,45.0,40.0,1
13.0,0.0,68.0,0.0,40.0,40.0,1
16.0,0.0,102.0,0.0,30.0,20.0,1
6.0,0.0,122.0,0.0,25.0,20.0,1
10.0,0.0,167.0,0.0,20.0,20.0,0
5.0,4.01,3.99,0.0,98.0,100.0,1
8.0,4.01,9.99,0.0,90.0,100.0,1
1.0,4.01,3.99,1.0,95.0,100.0,1
8.0,4.01,10.99,0.0,85.0,80.0,1
8.0,4.01,10.99,0.0,80.0,80.0,1
17.0,4.01,19.990000000000002,0.0,75.0,80.0,1
12.0,4.01,30.990000000000002,0.0,70.0,60.0,1
18.0,4.01,38.99,0.0,65.0,60.0,1
19.0,4.01,35.99,0.0,60.0,60.0,1
10.0,4.01,42.99,0.0,50.0,40.0,1
6.0,4.01,72.99,0.0,45.0,40.0,1
13.0,4.01,63.99,0.0,40.0,40.0,1
16.0,4.01,97.99,0.0,30.0,20.0,1
6.0,4.01,117.99,0.0,25.0,20.0,1
10.0,4.01,162.99,0.0,20.0,20.0,0
8.0,8.02,5.98,0.0,90.0,100.0,1
1.0,8.02,-0.019999999999999574,1.0,95.0,100.0,1
1.0,8.02,-0.019999999999999574,1.0,98.0,100.0,1
8.0,8.02,6.98,0.0,85.0,80.0,1
8.0,8.02,6.98,0.0,80.0,80.0,1
17.0,8.02,15.98,0.0,75.0,80.0,1
12.0,8.02,26.98,0.0,70.0,60.0,1
18.0,8.02,34.980000000000004,0.0,65.0,60.0,1
19.0,8.02,31.98,0.0,60.0,60.0,1
10.0,8.02,38.980000000000004,0.0,50.0,40.0,1
6.0,8.02,68.98,0.0,45.0,40.0,1
13.0,8.02,59.980000000000004,0.0,40.0,40.0,1
16.0,8.02,93.98,0.0,30.0,20.0,1
6.0,8.02,113.98,0.0,25.0,20.0,1
10.0,8.02,158.98,0.0,20.0,20.0,0
1.0,12.03,-4.029999999999999,1.0,95.0,100.0,1
1.0,12.03,-4.029999999999999,1.0,98.0,100.0,1
4.0,12.03,1.9700000000000006,1.0,90.0,100.0,1
8.0,12.03,2.9700000000000006,0.0,85.0,80.0,1
8.0,12.03,2.9700000000000006,0.0,80.0,80.0,1
17.0,12.03,11.97,0.0,75.0,80.0,1
12.0,12.03,22.97,0.0,70.0,60.0,1
18.0,12.03,30.97,0.0,65.0,60.0,1
19.0,12.03,27.97,0.0,60.0,60.0,1
10.0,12.03,34.97,0.0,50.0,40.0,1
6.0,12.03,64.97,0.0,45.0,40.0,1
13.0,12.03,55.97,0.0,40.0,40.0,1
16.0,12.03,89.97,0.0,30.0,20.0,1
6.0,12.03,109.97,0.0,25.0,20.0,1
10.0,12.03,154.97,0.0,20.0,20.0,0
1.0,13.04,-5.039999999999999,1.0,98.0,100.0,1
4.0,13.04,0.9600000000000009,1.0,90.0,100.0,1
8.0,13.04,1.9600000000000009,0.0,85.0,80.0,1
8.0,13.04,1.9600000000000009,0.0,80.0,80.0,1
17.0,13.04,10.96,0.0,75.0,80.0,1
12.0,13.04,21.96,0.0,70.0,60.0,1
18.0,13.04,29.96,0.0,65.0,60.0,1
19.0,13.04,26.96,0.0,60.0,60.0,1
10.0,13.04,33.96,0.0,50.0,40.0,1
6.0,13.04,63.96,0.0,45.0,40.0,1
13.0,13.04,54.96,0.0,40.0,40.0,1
16.0,13.04,88.96000000000001,0.0,30.0,20.0,1
6.0,13.04,108.96000000000001,0.0,25.0,20.0,1
10.0,13.04,153.96,0.0,20.0,20.0,0
4.0,14.049999999999999,-0.049999999999998934,1.0,90.0,100.0,1
8.0,14.049999999999999,0.9500000000000011,0.0,85.0,80.0,1
8.0,14.049999999999999,0.9500000000000011,0.0,80.0,80.0,1
17.0,14.049999999999999,9.950000000000001,0.0,75.0,80.0,1
12.0,14.049999999999999,20.950000000000003,0.0,70.0,60.0,1
18.0,14.049999999999999,28.950000000000003,0.0,65.0,60.0,1
19.0,14.049999999999999,25.950000000000003,0.0,60.0,60.0,1
10.0,14.049999999999999,32.95,0.0,50.0,40.0,1
6.0,14.049999999999999,62.95,0.0,45.0,40.0,1
13.0,14.049999999999999,53.95,0.0,40.0,40.0,1
16.0,14.049999999999999,87.95,0.0,30.0,20.0,1
6.0,14.049999999999999,107.95,0.0,25.0,20.0,1
10.0,14.049999999999999,152.95,0.0,20.0,20.0,0
8.0,18.06,-3.0599999999999987,0.0,85.0,80.0,1
8.0,18.06,-3.0599999999999987,0.0,80.0,80.0,1
17.0,18.06,5.940000000000001,0.0,75.0,80.0,1
12.0,18.06,16.94,0.0,70.0,60.0,1
18.0,18.06,24.94,0.0,65.0,60.0,1
19.0,18.06,21.94,0.0,60.0,60.0,1
10.0,18.06,28.94,0.0,50.0,40.0,1
6.0,18.06,58.94,0.0,45.0,40.0,1
13.0,18.06,49.94,0.0,40.0,40.0,1
16.0,18.06,83.94,0.0,30.0,20.0,1
6.0,18.06,103.94,0.0,25.0,20.0,1
10.0,18.06,148.94,0.0,20.0,20.0,0
8.0,22.07,-7.07,0.0,80.0,80.0,1
17.0,22.07,1.9299999999999997,0.0,75.0,80.0,1
4.0,22.07,-7.07,1.0,85.0,80.0,1
12.0,22.07,12.93,0.0,70.0,60.0,1
18.0,22.07,20.93,0.0,65.0,60.0,1
19.0,22.07,17.93,0.0,60.0,60.0,1
10.0,22.07,24.93,0.0,50.0,40.0,1
6.0,22.07,54.93,0.0,45.0,40.0,1
13.0,22.07,45.93,0.0,40.0,40.0,1
16.0,22.07,79.93,0.0,30.0,20.0,1
6.0,22.07,99.93,0.0,25.0,20.0,1
10.0,22.07,144.93,0.0,20.0,20.0,0
17.0,26.080000000000002,-2.080000000000002,0.0,75.0,80.0,1
4.0,26.080000000000002,-11.080000000000002,1.0,85.0,80.0,1
4.0,26.080000000000002,-11.080000000000002,1.0,80.0,80.0,1
12.0,26.080000000000002,8.919999999999998,0.0,70.0,60.0,1
18.0,26.080000000000002,16.919999999999998,0.0,65.0,60.0,1
19.0,26.080000000000002,13.919999999999998,0.0,60.0,60.0,1
10.0,26.080000000000002,20.919999999999998,0.0,50.0,40.0,1
6.0,26.080000000000002,50.92,0.0,45.0,40.0,1
13.0,26.080000000000002,41.92,0.0,40.0,40.0,1
16.0,26.080000000000002,75.92,0.0,30.0,20.0,1
6.0,26.080000000000002,95.92,0.0,25.0,20.0,1
10.0,26.080000000000002,140.92,0.0,20.0,20.0,0
4.0,30.090000000000003,-15.090000000000003,1.0,85.0,80.0,1
4.0,30.090000000000003,-15.090000000000003,1.0,80.0,80.0,1
13.0,30.090000000000003,-6.090000000000003,1.0,75.0,80.0,1
12.0,30.090000000000003,4.909999999999997,0.0,70.0,60.0,1
18.0,30.090000000000003,12.909999999999997,0.0,65.0,60.0,1
19.0,30.090000000000003,9.909999999999997,0.0,60.0,60.0,1
10.0,30.090000000000003,16.909999999999997,0.0,50.0,40.0,1
6.0,30.090000000000003,46.91,0.0,45.0,40.0,1
13.0,30.090000000000003,37.91,0.0,40.0,40.0,1
16.0,30.090000000000003,71.91,0.0,30.0,20.0,1
6.0,30.090000000000003,91.91,0.0,25.0,20.0,1
10.0,30.090000000000003,136.91,0.0,20.0,20.0,0
4.0,34.1,-19.1,1.0,80.0,80.0,1
13.0,34.1,-10.100000000000001,1.0,75.0,80.0,1
12.0,34.1,0.8999999999999986,0.0,70.0,60.0,1
18.0,34.1,8.899999999999999,0.0,65.0,60.0,1
19.0,34.1,5.899999999999999,0.0,60.0,60.0,1
10.0,34.1,12.899999999999999,0.0,50.0,40.0,1
6.0,34.1,42.9,0.0,45.0,40.0,1
13.0,34.1,33.9,0.0,40.0,40.0,1
16.0,34.1,67.9,0.0,30.0,20.0,1
6.0,34.1,87.9,0.0,25.0,20.0,1
10.0,34.1,132.9,0.0,20.0,20.0,0
13.0,38.11,-14.11,1.0,75.0,80.0,1
12.0,38.11,-3.1099999999999994,0.0,70.0,60.0,1
18.0,38.11,4.890000000000001,0.0,65.0,60.0,1
19.0,38.11,1.8900000000000006,0.0,60.0,60.0,1
10.0,38.11,8.89,0.0,50.0,40.0,1
6.0,38.11,38.89,0.0,45.0,40.0,1
13.0,38.11,29.89,0.0,40.0,40.0,1
16.0,38.11,63.89,0.0,30.0,20.0,1
6.0,38.11,83.89,0.0,25.0,20.0,1
10.0,38.11,128.89,0.0,20.0,20.0,0
9.0,42.12,-18.119999999999997,2.0,75.0,80.0,1
12.0,42.12,-7.119999999999997,0.0,70.0,60.0,1
18.0,42.12,0.8800000000000026,0.0,65.0,60.0,1
19.0,42.12,-2.1199999999999974,0.0,60.0,60.0,1
10.0,42.12,4.880000000000003,0.0,50.0,40.0,1
6.0,42.12,34.88,0.0,45.0,40.0,1
13.0,42.12,25.880000000000003,0.0,40.0,40.0,1
16.0,42.12,59.88,0.0,30.0,20.0,1
6.0,42.12,79.88,0.0,25.0,20.0,1
10.0,42.12,124.88,0.0,20.0,20.0,0
5.0,46.129999999999995,-22.129999999999995,3.0,75.0,80.0,1
12.0,46.129999999999995,-11.129999999999995,0.0,70.0,60.0,1
18.0,46.129999999999995,-3.1299999999999955,0.0,65.0,60.0,1
19.0,46.129999999999995,-6.1299999999999955,0.0,60.0,60.0,1
10.0,46.129999999999995,0.8700000000000045,0.0,50.0,40.0,1
6.0,46.129999999999995,30.870000000000005,0.0,45.0,40.0,1
13.0,46.129999999999995,21.870000000000005,0.0,40.0,40.0,1
16.0,46.129999999999995,55.870000000000005,0.0,30.0,20.0,1
6.0,46.129999999999995,75.87,0.0,25.0,20.0,1
10.0,46.129999999999995,120.87,0.0,20.0,20.0,0
1.0,50.13999999999999,-26.139999999999993,4.0,75.0,80.0,1
12.0,50.13999999999999,-15.139999999999993,0.0,70.0,60.0,1
18.0,50.13999999999999,-7.1399999999999935,0.0,65.0,60.0,1
19.0,50.13999999999999,-10.139999999999993,0.0,60.0,60.0,1
10.0,50.13999999999999,-3.1399999999999935,0.0,50.0,40.0,1
6.0,50.13999999999999,26.860000000000007,0.0,45.0,40.0,1
13.0,50.13999999999999,17.860000000000007,0.0,40.0,40.0,1
16.0,50.13999999999999,51.86000000000001,0.0,30.0,20.0,1
6.0,50.13999999999999,71.86000000000001,0.0,25.0,20.0,1
10.0,50.13999999999999,116.86000000000001,0.0,20.0,20.0,0
12.0,51.14999999999999,-16.14999999999999,0.0,70.0,60.0,1
18.0,51.14999999999999,-8.149999999999991,0.0,65.0,60.0,1
19.0,51.14999999999999,-11.149999999999991,0.0,60.0,60.0,1
10.0,51.14999999999999,-4.1499999999999915,0.0,50.0,40.0,1
6.0,51.14999999999999,25.85000000000001,0.0,45.0,40.0,1
13.0,51.14999999999999,16.85000000000001,0.0,40.0,40.0,1
16.0,51.14999999999999,50.85000000000001,0.0,30.0,20.0,1
6.0,51.14999999999999,70.85000000000001,0.0,25.0,20.0,1
10.0,51.14999999999999,115.85000000000001,0.0,20.0,20.0,0
18.0,55.15999999999999,-12.15999999999999,0.0,65.0,60.0,1
19.0,55.15999999999999,-15.15999999999999,0.0,60.0,60.0,1
8.0,55.15999999999999,-20.15999999999999,1.0,70.0,60.0,1
10.0,55.15999999999999,-8.15999999999999,0.0,50.0,40.0,1
6.0,55.15999999999999,21.84000000000001,0.0,45.0,40.0,1
13.0,55.15999999999999,12.84000000000001,0.0,40.0,40.0,1
16.0,55.15999999999999,46.84000000000001,0.0,30.0,20.0,1
6.0,55.15999999999999,66.84,0.0,25.0,20.0,1
10.0,55.15999999999999,111.84,0.0,20.0,20.0,0
19.0,59.16999999999999,-19.169999999999987,0.0,60.0,60.0,1
8.0,59.16999999999999,-24.169999999999987,1.0,70.0,60.0,1
14.0,59.16999999999999,-16.169999999999987,1.0,65.0,60.0,1
10.0,59.16999999999999,-12.169999999999987,0.0,50.0,40.0,1
6.0,59.16999999999999,17.830000000000013,0.0,45.0,40.0,1
13.0,59.16999999999999,8.830000000000013,0.0,40.0,40.0,1
16.0,59.16999999999999,42.83000000000001,0.0,30.0,20.0,1
6.0,59.16999999999999,62.83000000000001,0.0,25.0,20.0,1
10.0,59.16999999999999,107.83000000000001,0.0,20.0,20.0,0
8.0,63.179999999999986,-28.179999999999986,1.0,70.0,60.0,1
14.0,63.179999999999986,-20.179999999999986,1.0,65.0,60.0,1
15.0,63.179999999999986,-23.179999999999986,1.0,60.0,60.0,1
10.0,63.179999999999986,-16.179999999999986,0.0,50.0,40.0,1
6.0,63.179999999999986,13.820000000000014,0.0,45.0,40.0,1
